File,HasWidth,HasHeight,Src,Tag
"pages\protect\UPS.tsx",1,1,"src={series.image}","<img                 src={series.image}                 alt={`KRYKARD ${series.name} ${series.powerCapacity} Online UPS System`}                 loading='lazy'                 className='w-full h-full object-contain transition-all duration-700 group-hover:scale-105 filter drop-shadow-xl'                 width={320}                 height={240}               />"
"pages\protect\UPS.tsx",1,1,"src=""/background_images/ups.png""","<img                       src='/background_images/ups.png'                       alt='KRYKARD online UPS systems for enterprise-grade power protection and zero downtime'                       className='w-full max-w-md h-auto object-contain'                       width={1920}                       height={1080}                       onError={e =>"
"pages\protect\UPS.tsx",0,0,"src={application.image}","<img                         src={application.image}                         alt={`${application.title} - ${application.subtitle} | KRYKARD Online UPS`}                         className='w-full h-48 sm:h-56 md:h-64 lg:h-72 object-cover transition-all duration-700 group-hover:scale-105'                         loading='lazy'                       />"
"pages\protect\productpages\GalvanicIsolationTransformer.tsx",0,0,"src={transformerImage}","<img               src={transformerImage}               alt={`${transformerTitle} - KRYKARD`}               className='w-full max-w-xs sm:max-w-sm md:max-w-md object-contain drop-shadow-2xl'               onError={(e) =>"
"pages\protect\productpages\isolationtransformersproduct.tsx",0,0,"src={transformerImage}","<img                       src={transformerImage}                       alt={`${transformerTitle} - KRYKARD`}                       className='w-full max-w-xs sm:max-w-sm h-auto object-contain drop-shadow-lg'                       onError={(e) =>"
"pages\protect\productpages\UltraIsolationTransformer.tsx",1,1,"src={transformerImage}","<img               src={transformerImage}               alt={`${transformerTitle} - KRYKARD`}               className='w-full max-w-xs sm:max-w-sm md:max-w-md object-contain drop-shadow-2xl'               width={320}               height={240}               onError={(e) =>"
"pages\protect\productpages\productpages\EH11SeriesUPS.tsx",0,0,"src=""/UPS/SB4_-_2-removebg-preview.png""","<img                   src='/UPS/SB4_-_2-removebg-preview.png'                   alt='EH 11 Series UPS Units'                   className='w-full h-auto object-contain'                   style={{ background: 'none', borderRadius: 0, boxShadow: 'none' }}                 />"
"pages\protect\productpages\productpages\EH33SmallSeriesUPS.tsx",0,0,"src=""/UPS/6-removebg-preview.png""","<img                   src='/UPS/6-removebg-preview.png'                   alt='EH 33 Series UPS Models'                   className='max-w-full max-h-full object-contain'                 />"
"pages\protect\productpages\productpages\GalvanicIsolationTransformer.tsx",0,0,"src={transformerImage}","<img               src={transformerImage}               alt={`${transformerTitle} - KRYKARD`}               className='w-full max-w-xs sm:max-w-sm md:max-w-md object-contain drop-shadow-2xl'               onError={(e) =>"
"pages\protect\productpages\productpages\isolationtransformersproduct.tsx",0,0,"src={transformerImage}","<img               src={transformerImage}               alt={`${transformerTitle} - KRYKARD`}               className='w-full max-w-xs sm:max-w-sm md:max-w-md object-contain drop-shadow-2xl'               onError={(e) =>"
"pages\protect\productpages\productpages\UltraIsolationTransformer.tsx",0,0,"src={transformerImage}","<img               src={transformerImage}               alt={`${transformerTitle} - KRYKARD`}               className='w-full max-w-xs sm:max-w-sm md:max-w-md object-contain drop-shadow-2xl'               onError={(e) =>"
"pages\protect\productpages\productpages\EL\ELBSeriesUPS.tsx",0,0,"src=""/UPS/SB_6-removebg-preview.png""","<img                   src='/UPS/SB_6-removebg-preview.png'                   alt='EL/ELB Series UPS Units'                   className='w-full h-auto object-contain'                 />"
"pages\template\ProductTemplate.tsx",1,1,"src={introduction.image}","<img                src={introduction.image}                alt={title}                className='w-full h-auto object-cover'               width={1920}               height={1080}               loading='eager'             />"
"pages\template\ProductTemplate.tsx",1,1,"src={product.image}","<img                    src={product.image}                    alt={product.name}                    className='w-full h-full object-cover transition-transform duration-500 hover:scale-110'                   width={320}                   height={240}                   loading='lazy'                 />"
